,p1_win
9151,0
9152,1
9153,0
9154,1
9155,0
9156,1
9157,0
9158,1
9159,0
9160,1
9161,0
9162,1
9163,0
9164,1
9165,0
9166,1
9167,0
9168,1
9169,0
9170,1
9171,0
9172,1
9173,0
9174,1
9175,0
9176,1
9177,0
9178,1
9179,0
9180,1
9181,0
9182,1
9183,0
9184,1
9185,0
9186,1
9187,0
9188,1
9189,0
9190,1
9191,0
9192,1
9193,0
9194,1
9195,0
9196,1
9197,0
9198,1
9199,0
9200,1
9201,0
9202,1
9203,0
9204,1
9205,0
9206,1
9207,0
9208,1
9209,0
9210,1
9211,0
9212,1
9213,0
9214,1
9215,0
9216,1
9217,0
9218,1
9219,0
9220,1
9221,0
9222,1
9223,0
9224,1
9225,0
9226,1
9227,0
9228,1
9229,0
9230,1
9231,0
9232,1
9233,0
9234,1
9235,0
9236,1
9237,0
9238,1
9239,0
9240,1
9241,0
9242,1
9243,0
9244,1
9245,0
9246,1
9247,0
9248,1
9249,0
9250,1
9251,0
9252,1
9253,0
9254,1
9255,0
9256,1
9257,0
9258,1
9259,0
9260,1
9261,0
9262,1
9263,0
9264,1
9265,0
9266,1
9267,0
9268,1
9269,0
9270,1
9271,0
9272,1
9273,0
9274,1
9275,0
9276,1
9277,0
9278,1
9279,0
9280,1
9281,0
9282,1
9283,0
9284,1
9285,0
9286,1
9287,0
9288,1
9289,0
9290,1
9291,0
9292,1
9293,0
9294,1
9295,0
9296,1
9297,0
9298,1
9299,0
9300,1
9301,0
9302,1
9303,0
9304,1
9305,0
9306,1
9307,0
9308,1
9309,0
9310,1
9311,0
9312,1
9313,0
9314,1
9315,0
9316,0
9317,1
9318,0
9319,1
9320,0
9321,1
9322,0
9323,1
9324,0
9325,1
9326,0
9327,1
9328,0
9329,1
9330,0
9331,1
9332,0
9333,1
9334,0
9335,1
9336,0
9337,1
9338,0
9339,1
9340,0
9341,1
9342,0
9343,1
9344,0
9345,1
9346,0
9347,1
9348,0
9349,1
9350,0
9351,1
9352,0
9353,1
9354,0
9355,1
9356,0
9357,1
9358,0
9359,1
9360,0
9361,1
9362,0
9363,1
9364,0
9365,1
9366,0
9367,1
9368,0
9369,1
9370,0
9371,1
9372,0
9373,1
9374,0
9375,1
9376,0
9377,1
9378,0
9379,1
9380,0
9381,1
9382,0
9383,1
9384,0
9385,1
9386,0
9387,1
9388,0
9389,1
9390,0
9391,1
9392,0
9393,1
9394,0
9395,1
9396,0
9397,1
9398,0
9399,1
9400,0
9401,1
9402,0
9403,1
9404,0
9405,1
9406,0
9407,1
9408,0
9409,1
9410,0
9411,1
9412,0
9413,1
9414,0
9415,1
9416,0
9417,1
9418,0
9419,1
9420,0
9421,1
9422,0
9423,1
9424,0
9425,1
9426,0
9427,1
9428,0
9429,1
9430,0
9431,1
9432,0
9433,1
9434,0
9435,1
9436,0
9437,1
9438,0
9439,1
9440,0
9441,1
9442,0
9443,1
9444,0
9445,1
9446,0
9447,1
9448,0
9449,1
9450,0
9451,1
9452,0
9453,1
9454,0
9455,1
9456,0
9457,1
9458,0
9459,1
9460,0
9461,1
9462,0
9463,1
9464,0
9465,0
9466,1
9467,0
9468,1
9469,0
9470,1
9471,0
9472,1
9473,0
9474,1
9475,0
9476,1
9477,0
9478,1
9479,0
9480,1
9481,0
9482,1
9483,0
9484,1
9485,0
9486,1
9487,0
9488,1
9489,0
9490,1
9491,0
9492,1
9493,0
9494,1
9495,0
9496,1
9497,0
9498,1
9499,0
9500,1
9501,0
9502,1
9503,0
9504,1
9505,0
9506,1
9507,0
9508,1
9509,0
9510,1
9511,0
9512,1
9513,0
9514,1
9515,0
9516,1
9517,0
9518,1
9519,0
9520,1
9521,0
9522,1
9523,0
9524,1
9525,0
9526,1
9527,0
9528,1
9529,0
9530,1
9531,0
9532,1
9533,0
9534,1
9535,0
9536,1
9537,0
9538,1
9539,0
9540,1
9541,0
9542,1
9543,0
9544,1
9545,0
9546,1
9547,0
9548,1
9549,0
9550,1
9551,0
9552,1
9553,0
9554,1
9555,0
9556,1
9557,0
9558,1
9559,0
9560,1
9561,0
9562,1
9563,0
9564,1
9565,0
9566,1
9567,0
9568,1
9569,0
9570,0
9571,1
9572,0
9573,1
9574,0
9575,1
9576,0
9577,1
9578,0
9579,1
9580,0
9581,1
9582,0
9583,1
9584,0
9585,1
9586,0
9587,1
9588,0
9589,1
9590,0
9591,1
9592,0
9593,1
9594,0
9595,1
9596,0
9597,1
9598,0
9599,1
9600,0
9601,1
9602,0
9603,1
9604,0
9605,1
9606,0
9607,1
9608,0
9609,1
9610,0
9611,1
9612,0
9613,0
9614,1
9615,0
9616,1
9617,1
9618,0
9619,1
9620,0
9621,1
9622,0
9623,1
9624,0
9625,1
9626,0
9627,1
9628,0
9629,1
9630,0
9631,1
9632,0
9633,1
9634,0
9635,1
9636,0
9637,1
9638,0
9639,1
9640,0
9641,1
9642,0
9643,1
9644,0
9645,1
9646,0
9647,1
9648,0
9649,1
9650,0
9651,1
9652,0
9653,1
9654,0
9655,1
9656,0
9657,1
9658,0
9659,1
9660,0
9661,1
9662,0
9663,1
9664,0
9665,1
9666,0
9667,1
9668,0
9669,1
9670,0
9671,1
9672,0
9673,1
9674,0
9675,1
9676,0
9677,1
9678,0
9679,1
9680,0
9681,1
9682,0
9683,1
9684,0
9685,1
9686,0
9687,1
9688,0
9689,1
9690,0
9691,1
9692,0
9693,1
9694,0
9695,1
9696,0
9697,1
9698,0
9699,1
9700,0
9701,1
9702,0
9703,1
9704,0
9705,1
9706,0
9707,1
9708,0
9709,1
9710,0
9711,1
9712,0
9713,1
9714,0
9715,1
9716,0
9717,1
9718,0
9719,1
9720,0
9721,1
9722,0
9723,1
9724,0
9725,1
9726,0
9727,1
9728,0
9729,1
9730,0
9731,1
9732,0
9733,0
9734,1
9735,0
9736,1
9737,0
9738,1
9739,0
9740,1
9741,0
9742,1
9743,0
9744,1
9745,0
9746,1
9747,0
9748,1
9749,0
9750,1
9751,0
9752,0
9753,1
9754,0
9755,1
9756,0
9757,1
9758,0
9759,1
9760,0
9761,1
9762,0
9763,1
9764,0
9765,1
9766,0
9767,1
9768,0
9769,1
9770,0
9771,1
9772,0
9773,1
9774,0
9775,1
9776,0
9777,1
9778,0
9779,1
9780,0
9781,1
9782,0
9783,1
9784,0
9785,1
9786,0
9787,1
9788,0
9789,1
9790,0
9791,1
9792,0
9793,1
9794,0
9795,1
9796,0
9797,1
9798,0
9799,1
9800,0
9801,1
9802,0
9803,1
9804,0
9805,1
9806,0
9807,1
9808,0
9809,1
9810,0
9811,1
9812,0
9813,1
9814,0
9815,1
9816,0
9817,1
9818,0
9819,1
9820,0
9821,1
9822,0
9823,1
9824,0
9825,1
9826,0
9827,1
9828,0
9829,1
9830,0
9831,1
9832,0
9833,1
9834,0
9835,1
9836,0
9837,1
9838,0
9839,1
9840,0
9841,1
9842,0
9843,1
9844,0
9845,1
9846,0
9847,1
9848,0
9849,1
9850,0
9851,1
9852,0
9853,1
9854,0
9855,1
9856,0
9857,1
9858,0
9859,1
9860,0
9861,1
9862,0
9863,1
9864,0
9865,1
9866,0
9867,1
9868,0
9869,1
9870,0
9871,1
9872,0
9873,1
9874,0
9875,1
9876,0
9877,1
9878,0
9879,1
9880,0
9881,1
9882,0
9883,1
9884,0
9885,1
9886,0
9887,1
9888,0
9889,1
9890,0
9891,1
9892,0
9893,1
9894,0
9895,1
9896,0
9897,1
9898,0
9899,1
9900,0
9901,1
9902,0
9903,1
9904,0
9905,1
9906,0
9907,1
9908,0
9909,1
9910,0
9911,1
9912,0
9913,1
9914,0
9915,1
9916,0
9917,1
9918,0
9919,1
9920,0
9921,1
9922,0
9923,1
9924,0
9925,1
9926,0
9927,1
9928,0
9929,1
9930,0
9931,1
9932,0
9933,1
9934,0
9935,1
9936,0
9937,1
9938,0
9939,1
9940,0
9941,1
9942,0
9943,1
9944,0
9945,1
9946,0
9947,1
9948,0
9949,1
9950,0
9951,1
9952,0
9953,1
9954,0
9955,1
9956,0
9957,1
9958,0
9959,1
9960,0
9961,1
9962,0
9963,1
9964,0
9965,1
9966,0
9967,1
9968,0
9969,1
9970,0
9971,1
9972,0
9973,1
9974,0
9975,1
9976,0
9977,1
9978,0
9979,1
9980,0
9981,1
9982,0
9983,1
9984,0
9985,1
9986,0
9987,1
9988,0
9989,1
9990,0
9991,1
9992,0
9993,1
9994,0
9995,1
9996,0
9997,1
9998,0
9999,1
10000,0
10001,1
10002,0
10003,1
10004,0
10005,1
10006,0
10007,1
10008,0
10009,1
10010,0
10011,1
10012,0
10013,1
10014,0
10015,1
10016,0
10017,1
10018,0
10019,1
10020,0
10021,1
10022,0
10023,1
10024,0
10025,1
10026,0
10027,1
10028,0
10029,1
10030,0
10031,1
10032,0
10033,1
10034,0
10035,1
10036,0
10037,1
10038,0
10039,1
10040,0
10041,1
10042,0
10043,1
10044,0
10045,1
10046,0
10047,1
10048,0
10049,1
10050,0
10051,1
10052,0
10053,1
10054,0
10055,1
10056,0
10057,1
10058,0
10059,1
10060,0
10061,1
10062,0
10063,1
10064,0
10065,1
10066,0
10067,1
10068,0
10069,1
10070,0
10071,1
10072,0
10073,1
10074,0
10075,1
10076,0
10077,1
10078,0
10079,1
10080,0
10081,1
10082,0
10083,1
10084,0
10085,1
10086,0
10087,1
10088,0
10089,1
10090,0
10091,1
10092,0
10093,1
10094,0
10095,1
10096,0
10097,1
10098,0
10099,1
10100,0
10101,1
10102,0
10103,1
10104,0
10105,1
10106,0
10107,1
10108,0
10109,1
10110,0
10111,1
10112,0
10113,1
10114,0
10115,1
10116,0
10117,1
10118,0
10119,1
10120,1
10121,0
10122,1
10123,0
10124,1
10125,0
10126,1
10127,0
10128,1
10129,0
10130,1
10131,0
10132,1
10133,0
10134,1
10135,0
10136,1
10137,0
10138,1
10139,0
10140,1
10141,0
10142,1
10143,0
10144,1
10145,0
10146,1
10147,0
10148,1
10149,0
10150,1
10151,0
10152,1
10153,0
10154,1
10155,0
10156,1
10157,0
10158,1
10159,0
10160,1
10161,0
10162,1
10163,0
10164,1
10165,0
10166,1
10167,0
10168,1
10169,0
10170,1
10171,0
10172,1
10173,0
10174,1
10175,1
10176,0
10177,1
10178,0
10179,1
10180,0
10181,1
10182,0
10183,1
10184,0
10185,1
10186,0
10187,1
10188,0
10189,1
10190,0
10191,1
10192,0
10193,1
10194,0
10195,1
10196,0
10197,1
10198,0
10199,1
10200,0
10201,1
10202,0
10203,1
10204,0
10205,1
10206,0
10207,1
10208,0
10209,1
10210,0
10211,1
10212,0
10213,1
10214,0
10215,1
10216,0
10217,1
10218,0
10219,1
10220,0
10221,1
10222,0
10223,1
10224,0
10225,1
10226,0
10227,1
10228,0
10229,1
10230,1
10231,0
10232,1
10233,0
10234,1
10235,0
10236,1
10237,0
10238,1
10239,0
10240,1
10241,0
10242,1
10243,0
10244,1
10245,0
10246,1
10247,0
10248,1
10249,0
10250,1
10251,0
10252,1
10253,0
10254,1
10255,0
10256,1
10257,0
10258,1
10259,0
10260,1
10261,0
10262,1
10263,0
10264,1
10265,0
10266,1
10267,0
10268,1
10269,0
10270,1
10271,0
10272,1
10273,0
10274,1
10275,0
10276,1
10277,0
10278,1
10279,0
10280,1
10281,0
10282,1
10283,0
10284,1
10285,0
10286,1
10287,0
10288,1
10289,0
10290,1
10291,0
10292,1
10293,0
10294,1
10295,0
10296,1
10297,0
10298,1
10299,0
10300,1
10301,0
10302,1
10303,0
10304,1
10305,0
10306,1
10307,0
10308,1
10309,0
10310,1
10311,0
10312,1
10313,0
10314,1
10315,0
10316,1
10317,0
10318,1
10319,0
10320,1
10321,0
10322,1
10323,0
10324,1
10325,0
10326,1
10327,0
10328,1
10329,0
10330,1
10331,1
10332,0
10333,1
10334,0
10335,1
10336,0
10337,1
10338,0
10339,1
10340,0
10341,1
10342,0
10343,1
10344,0
10345,1
10346,0
10347,1
10348,0
10349,1
10350,0
10351,1
10352,0
10353,1
10354,0
10355,1
10356,0
10357,1
10358,0
10359,1
10360,0
10361,1
10362,0
10363,1
10364,0
10365,1
10366,0
10367,1
10368,0
10369,1
10370,0
10371,1
10372,0
10373,1
10374,0
10375,1
10376,0
10377,1
10378,0
10379,1
10380,0
10381,1
10382,0
10383,1
10384,0
10385,1
10386,0
10387,1
10388,0
10389,1
10390,0
10391,1
10392,0
10393,1
10394,0
10395,1
10396,0
10397,1
10398,0
10399,1
10400,0
10401,1
10402,0
10403,1
10404,0
10405,1
10406,0
10407,1
10408,0
10409,1
10410,0
10411,1
10412,0
10413,1
10414,0
10415,1
10416,0
10417,1
10418,0
10419,1
10420,0
10421,1
10422,0
10423,1
10424,0
10425,1
10426,0
10427,1
10428,0
10429,1
10430,0
10431,1
10432,0
10433,1
10434,0
10435,1
10436,0
10437,1
10438,0
10439,1
10440,0
10441,1
10442,0
10443,1
10444,0
10445,1
10446,0
10447,1
10448,0
10449,1
10450,0
10451,1
10452,0
10453,1
10454,0
10455,1
10456,0
10457,1
10458,0
10459,1
10460,0
10461,1
10462,0
10463,1
10464,0
10465,1
10466,0
10467,1
10468,0
10469,1
10470,0
10471,1
10472,0
10473,1
10474,0
10475,1
10476,0
10477,1
10478,0
10479,1
10480,0
10481,1
10482,0
10483,1
10484,0
10485,1
10486,0
10487,1
10488,0
10489,1
10490,0
10491,1
10492,0
10493,1
10494,0
10495,1
10496,0
10497,1
10498,0
10499,1
10500,0
10501,1
10502,0
10503,1
10504,0
10505,1
10506,0
10507,1
10508,0
10509,1
10510,0
10511,1
10512,0
10513,1
10514,0
10515,1
10516,0
10517,1
10518,0
10519,1
10520,0
10521,1
10522,0
10523,1
10524,0
10525,1
10526,0
10527,1
10528,0
10529,1
10530,0
10531,1
10532,0
10533,1
10534,0
10535,1
10536,0
10537,1
10538,0
10539,1
10540,0
10541,1
10542,0
10543,1
10544,0
10545,1
10546,0
10547,1
10548,0
10549,1
10550,0
10551,1
10552,0
10553,1
10554,0
10555,1
10556,0
10557,1
10558,0
10559,1
10560,0
10561,1
10562,0
10563,1
10564,0
10565,1
10566,0
10567,1
10568,0
10569,1
10570,0
10571,1
10572,0
10573,1
10574,0
10575,1
10576,0
10577,1
10578,0
10579,1
10580,0
10581,1
10582,0
10583,1
10584,0
10585,1
10586,0
10587,1
10588,0
10589,1
10590,0
10591,1
10592,0
10593,1
10594,0
10595,1
10596,0
10597,1
10598,0
10599,1
10600,0
10601,1
10602,0
10603,1
10604,0
10605,1
10606,0
10607,1
10608,0
10609,1
10610,0
10611,1
10612,0
10613,1
10614,0
10615,1
10616,0
10617,1
10618,0
10619,1
10620,0
10621,1
10622,0
10623,1
10624,0
10625,1
10626,0
10627,1
10628,0
10629,1
10630,0
10631,1
10632,0
10633,1
10634,0
10635,1
10636,0
10637,1
10638,0
10639,1
10640,0
10641,1
10642,0
10643,1
10644,0
10645,1
10646,0
10647,1
10648,0
10649,1
10650,0
10651,1
10652,0
10653,1
10654,0
10655,1
10656,0
10657,1
10658,0
10659,1
10660,0
10661,1
10662,0
10663,1
10664,0
10665,1
10666,0
10667,1
10668,0
10669,1
10670,0
10671,1
10672,0
10673,1
10674,0
10675,1
10676,0
10677,1
10678,0
10679,1
10680,0
10681,1
10682,0
10683,1
10684,0
10685,1
10686,0
10687,1
10688,0
10689,1
10690,0
10691,1
10692,0
10693,1
10694,0
10695,1
10696,0
10697,1
10698,0
10699,1
10700,0
10701,1
10702,0
10703,1
10704,0
10705,1
10706,0
10707,1
10708,0
10709,1
10710,0
10711,1
10712,0
10713,1
10714,0
10715,1
10716,0
10717,1
10718,0
10719,1
10720,0
10721,1
10722,0
10723,1
10724,0
10725,1
10726,0
10727,1
10728,0
10729,1
10730,0
10731,1
10732,0
10733,1
10734,0
10735,1
10736,0
10737,1
10738,0
10739,1
10740,0
10741,1
10742,0
10743,1
10744,0
10745,1
10746,0
10747,1
10748,0
10749,1
10750,0
10751,1
10752,0
10753,1
10754,0
10755,1
10756,0
10757,1
10758,0
10759,1
10760,0
10761,1
10762,0
10763,1
10764,0
10765,1
10766,0
10767,1
10768,0
10769,1
10770,0
10771,1
10772,0
10773,1
10774,0
10775,1
10776,0
10777,1
10778,0
10779,1
10780,0
10781,1
10782,0
10783,1
10784,0
10785,1
10786,0
10787,1
10788,0
10789,1
10790,0
10791,1
10792,0
10793,1
10794,0
10795,1
10796,0
10797,1
10798,0
10799,1
10800,0
10801,1
10802,0
10803,1
10804,0
10805,1
10806,0
10807,1
10808,0
10809,1
10810,1
10811,0
10812,1
10813,0
10814,1
10815,0
10816,1
10817,0
10818,1
10819,0
10820,1
10821,0
10822,1
10823,0
10824,1
10825,0
10826,1
10827,0
10828,1
10829,0
10830,1
10831,0
10832,1
10833,0
10834,1
10835,0
10836,1
10837,0
10838,1
10839,0
10840,1
10841,0
10842,1
10843,0
10844,1
10845,0
10846,1
10847,0
10848,1
10849,0
10850,1
10851,0
10852,1
10853,0
10854,1
10855,0
10856,1
10857,0
10858,1
10859,0
10860,1
10861,0
10862,1
10863,0
10864,1
10865,0
10866,1
10867,0
10868,1
10869,0
10870,1
10871,0
10872,1
10873,0
10874,1
10875,0
10876,1
10877,0
10878,1
10879,0
10880,1
10881,0
10882,1
10883,0
10884,1
10885,0
10886,1
10887,0
10888,1
10889,0
10890,1
10891,0
10892,1
10893,0
10894,1
10895,0
10896,1
10897,0
10898,1
10899,0
10900,1
10901,0
10902,1
10903,0
10904,1
10905,0
10906,1
10907,0
10908,1
10909,0
10910,1
10911,0
10912,1
10913,0
10914,1
10915,0
10916,1
10917,0
10918,1
10919,0
10920,1
10921,0
10922,1
10923,0
10924,1
10925,0
10926,1
10927,0
10928,1
10929,0
10930,1
10931,0
10932,1
10933,0
10934,1
10935,0
10936,1
10937,0
10938,1
10939,0
10940,1
10941,0
10942,1
10943,0
10944,1
10945,0
10946,1
10947,0
10948,1
10949,0
10950,1
10951,0
10952,1
10953,0
10954,1
10955,0
10956,1
10957,0
10958,1
10959,0
10960,1
10961,0
10962,1
10963,0
10964,1
10965,0
10966,1
10967,0
10968,1
10969,0
10970,1
10971,0
10972,1
10973,0
10974,1
10975,0
10976,1
10977,0
10978,1
10979,0
10980,1
10981,0
10982,1
10983,0
10984,1
10985,0
10986,1
10987,0
10988,1
10989,0
10990,1
10991,0
10992,1
10993,0
10994,1
10995,0
10996,1
10997,0
10998,1
10999,0
11000,1
11001,0
11002,1
11003,0
11004,1
11005,0
11006,1
11007,0
11008,1
11009,0
11010,1
11011,0
11012,1
11013,0
11014,1
11015,0
11016,1
11017,0
11018,1
11019,0
11020,1
11021,0
11022,1
11023,0
11024,1
11025,0
11026,1
11027,0
11028,1
11029,0
11030,1
11031,0
11032,1
11033,0
11034,1
11035,0
11036,1
11037,0
11038,1
11039,0
11040,1
11041,0
11042,1
11043,0
11044,1
11045,0
11046,1
11047,0
11048,1
11049,0
11050,1
11051,0
11052,1
11053,0
11054,1
11055,0
11056,1
11057,0
11058,1
11059,0
11060,1
11061,0
11062,1
11063,0
11064,1
11065,0
11066,1
11067,0
11068,1
11069,0
11070,1
11071,0
11072,1
11073,0
11074,1
11075,0
11076,1
11077,0
11078,1
11079,0
11080,1
11081,0
11082,1
11083,0
11084,1
11085,0
11086,1
11087,0
11088,1
11089,0
11090,1
11091,0
11092,1
11093,0
11094,1
11095,0
11096,1
11097,0
11098,1
11099,0
11100,1
11101,0
11102,1
11103,0
11104,1
11105,0
11106,1
11107,0
11108,1
11109,0
11110,0
11111,1
11112,0
11113,1
11114,0
11115,1
11116,0
11117,1
11118,0
11119,1
11120,0
11121,1
11122,0
11123,1
11124,0
11125,1
11126,0
11127,1
11128,0
11129,1
11130,0
11131,1
11132,0
11133,1
11134,0
11135,1
11136,0
11137,1
11138,0
11139,1
11140,0
11141,1
11142,0
11143,1
11144,0
11145,1
11146,0
11147,1
11148,0
11149,1
11150,0
11151,1
11152,0
11153,1
11154,0
11155,1
11156,0
11157,1
11158,0
11159,1
11160,0
11161,1
11162,0
11163,1
11164,0
11165,1
11166,0
11167,1
11168,0
11169,1
11170,0
11171,1
11172,0
11173,1
11174,0
11175,1
11176,0
11177,1
11178,0
11179,1
11180,0
11181,1
11182,0
11183,1
11184,0
11185,1
11186,0
11187,1
11188,0
11189,1
11190,0
11191,1
11192,0
11193,1
11194,0
11195,1
11196,0
11197,1
11198,0
11199,1
11200,0
11201,1
11202,0
11203,1
11204,0
11205,1
11206,0
11207,1
11208,0
11209,1
11210,0
11211,1
11212,0
11213,1
11214,0
11215,1
11216,0
11217,1
11218,0
11219,1
11220,0
11221,1
11222,0
11223,1
11224,0
11225,1
11226,0
11227,1
11228,0
11229,1
11230,0
11231,1
11232,0
11233,1
11234,0
11235,1
11236,0
11237,1
11238,0
11239,1
11240,0
11241,1
11242,0
11243,1
11244,0
11245,1
11246,0
11247,1
11248,0
11249,1
11250,0
11251,1
11252,0
11253,1
11254,0
11255,1
11256,0
11257,1
11258,0
11259,1
11260,0
11261,1
11262,0
11263,1
11264,0
11265,1
11266,0
11267,1
11268,0
11269,1
11270,0
11271,1
11272,0
11273,1
11274,0
11275,1
11276,0
11277,1
11278,0
11279,1
11280,0
11281,1
11282,0
11283,1
11284,0
11285,1
11286,0
11287,1
11288,0
11289,1
11290,0
11291,0
11292,1
11293,0
11294,1
11295,0
11296,1
11297,0
11298,1
11299,0
11300,1
11301,0
11302,1
11303,0
11304,1
11305,0
11306,1
11307,0
11308,1
11309,0
11310,1
11311,0
11312,1
11313,0
11314,1
11315,0
11316,1
11317,0
11318,1
11319,0
11320,1
11321,0
11322,1
11323,0
11324,1
11325,0
11326,1
11327,0
11328,1
11329,0
11330,1
11331,0
11332,1
11333,0
11334,0
11335,1
11336,0
11337,1
11338,0
11339,1
11340,0
11341,1
11342,0
11343,1
11344,0
11345,1
11346,0
11347,1
11348,0
11349,1
11350,0
11351,1
11352,0
11353,1
11354,0
11355,1
11356,0
11357,1
11358,0
11359,1
11360,1
11361,0
11362,1
11363,0
11364,1
11365,1
11366,0
11367,1
11368,0
11369,1
11370,0
11371,1
11372,0
11373,1
11374,0
11375,1
11376,0
11377,1
11378,0
11379,1
11380,0
11381,1
11382,0
11383,1
11384,0
11385,1
11386,0
11387,1
11388,0
11389,1
11390,0
11391,1
11392,0
11393,1
11394,0
11395,1
11396,0
11397,1
11398,0
11399,1
11400,0
11401,1
11402,0
11403,1
11404,0
11405,1
11406,0
11407,1
11408,0
11409,1
11410,0
11411,1
11412,0
11413,1
11414,0
11415,1
11416,0
11417,1
11418,0
11419,1
11420,0
11421,1
11422,0
11423,1
11424,0
11425,1
11426,0
11427,1
11428,0
11429,1
11430,0
11431,1
11432,0
11433,1
11434,0
11435,1
11436,0
11437,1
11438,0
11439,1
11440,0
11441,1
11442,0
11443,1
11444,0
11445,1
11446,0
11447,1
11448,0
11449,1
11450,0
11451,1
11452,0
11453,1
11454,0
11455,1
11456,0
11457,1
11458,0
11459,1
11460,0
11461,1
11462,0
11463,1
11464,0
11465,1
11466,0
11467,1
11468,0
11469,1
11470,0
11471,1
11472,0
11473,1
11474,0
11475,1
11476,0
11477,1
11478,0
11479,1
11480,0
11481,1
11482,0
11483,1
11484,0
11485,1
11486,0
11487,1
11488,0
11489,1
11490,0
11491,1
11492,0
11493,1
11494,0
11495,1
11496,0
11497,1
11498,0
11499,1
11500,0
11501,1
11502,0
11503,1
11504,0
11505,1
11506,0
11507,1
11508,0
11509,1
11510,0
11511,1
11512,0
11513,1
11514,0
11515,1
11516,0
11517,1
11518,0
11519,1
11520,0
11521,1
11522,0
11523,1
11524,0
11525,1
11526,0
11527,1
11528,0
11529,1
11530,0
11531,1
11532,0
11533,1
11534,0
11535,1
11536,0
11537,1
11538,0
11539,1
11540,0
11541,1
11542,0
11543,1
11544,0
11545,1
11546,0
11547,1
11548,0
11549,1
11550,0
11551,1
11552,0
11553,1
11554,0
11555,1
11556,0
11557,1
11558,0
11559,1
11560,0
11561,1
11562,0
11563,0
11564,1
11565,0
11566,1
11567,0
11568,1
11569,0
11570,1
11571,0
11572,1
11573,0
11574,1
11575,0
11576,1
11577,0
11578,1
11579,0
11580,1
11581,0
11582,1
11583,0
11584,1
11585,0
11586,1
11587,0
11588,1
11589,0
11590,1
11591,0
11592,1
11593,0
11594,1
11595,0
11596,1
11597,0
11598,1
11599,0
11600,1
11601,0
11602,1
11603,0
11604,1
11605,0
11606,1
11607,0
11608,1
11609,0
11610,1
11611,0
11612,1
11613,0
11614,1
11615,0
11616,1
11617,0
11618,1
11619,0
11620,1
11621,0
11622,1
11623,0
11624,1
11625,0
11626,1
11627,0
11628,1
11629,0
11630,1
11631,0
11632,1
11633,0
11634,1
11635,0
11636,1
11637,0
11638,1
11639,0
11640,1
11641,0
11642,1
11643,0
11644,1
11645,0
11646,1
11647,0
11648,1
11649,0
11650,1
11651,0
11652,1
11653,0
11654,1
11655,0
11656,1
11657,0
11658,1
11659,0
11660,1
11661,0
11662,1
11663,0
11664,1
11665,0
11666,1
11667,0
11668,1
11669,0
11670,1
11671,0
11672,1
11673,0
11674,1
11675,0
11676,1
11677,0
11678,1
11679,0
11680,1
11681,0
11682,1
11683,0
11684,1
11685,0
11686,1
11687,0
11688,1
11689,0
11690,1
11691,0
11692,1
11693,0
11694,1
11695,0
11696,1
11697,0
11698,1
11699,0
11700,1
11701,0
11702,1
11703,0
11704,1
11705,0
11706,1
11707,1
11708,0
11709,1
11710,0
11711,1
11712,0
11713,1
11714,0
11715,1
11716,0
11717,1
11718,0
11719,1
11720,0
11721,1
11722,0
11723,1
11724,0
11725,1
11726,0
11727,1
11728,0
11729,1
11730,0
11731,1
11732,0
11733,1
11734,0
11735,1
11736,0
11737,1
11738,0
11739,1
11740,0
11741,1
11742,1
11743,0
11744,1
11745,0
11746,1
11747,0
11748,1
11749,0
11750,1
11751,0
11752,1
11753,0
11754,1
11755,0
11756,1
11757,0
11758,1
11759,0
11760,1
11761,0
11762,1
11763,0
11764,1
11765,0
11766,1
11767,0
11768,1
11769,0
11770,1
11771,0
11772,1
11773,0
11774,0
11775,1
11776,0
11777,1
11778,0
11779,1
11780,0
11781,1
11782,0
11783,1
11784,0
11785,1
11786,0
11787,1
11788,0
11789,0
11790,1
11791,0
11792,1
11793,0
11794,1
11795,0
11796,1
11797,0
11798,1
11799,0
11800,1
11801,0
11802,1
11803,0
11804,1
11805,0
11806,1
11807,0
11808,1
11809,0
11810,1
11811,0
11812,1
11813,0
11814,1
11815,0
11816,0
11817,1
11818,0
11819,1
11820,0
11821,1
11822,0
11823,1
11824,1
11825,0
11826,1
11827,0
11828,1
11829,0
11830,1
11831,0
11832,1
11833,0
11834,1
11835,0
11836,1
11837,0
11838,1
11839,0
11840,1
11841,0
11842,1
11843,0
11844,1
11845,0
11846,1
11847,0
11848,1
11849,0
11850,1
11851,0
11852,0
11853,1
11854,0
11855,1
11856,0
11857,0
11858,1
11859,0
11860,1
11861,0
11862,1
11863,0
11864,1
11865,0
11866,1
11867,0
11868,1
11869,0
11870,1
11871,0
11872,1
11873,0
11874,1
11875,0
11876,1
11877,0
11878,1
11879,0
11880,1
11881,0
11882,1
11883,0
11884,1
11885,0
11886,1
11887,0
11888,1
11889,0
11890,1
11891,0
11892,1
11893,0
11894,1
11895,0
11896,1
11897,0
11898,1
11899,0
11900,1
11901,0
11902,1
11903,0
11904,1
11905,0
11906,1
11907,0
11908,1
11909,0
11910,1
11911,0
11912,1
11913,0
11914,1
11915,0
11916,1
11917,0
11918,1
11919,0
11920,1
11921,0
11922,1
11923,0
11924,1
11925,0
11926,1
11927,0
11928,1
11929,0
11930,1
11931,0
11932,1
11933,0
11934,1
11935,0
11936,1
11937,0
11938,1
11939,0
11940,1
11941,0
11942,1
11943,0
11944,1
11945,0
11946,1
11947,0
11948,1
